price,no_of_bedroom,no_of_bathroom,property_size,property_type,district,price_per_square
920000.0,3.0,3.0,1453.0,Apartment,Kuala Lumpur,633.1727460426704
939000.0,2.0,2.0,1150.0,Apartment,Kuala Lumpur,816.5217391304348
575000.0,3.0,2.0,1215.0,Apartment,Kuala Lumpur,473.2510288065844
790000.0,1.0,1.0,910.0,Apartment,Kuala Lumpur,868.1318681318681
270000.0,3.0,2.0,1200.0,Apartment,Kuala Lumpur,225.0
830000.0,1.0,1.0,710.0,Apartment,Kuala Lumpur,1169.0140845070423
705000.0,4.0,2.0,1600.0,Apartment,Kuala Lumpur,440.625
421200.0,3.0,2.0,1292.0,Apartment,Kuala Lumpur,326.00619195046437
700000.0,1.0,1.0,755.0,Apartment,Kuala Lumpur,927.1523178807947
460000.0,3.0,2.0,950.0,Apartment,Kuala Lumpur,484.2105263157895
920000.0,1.0,1.0,818.0,Apartment,Kuala Lumpur,1124.6943765281173
415000.0,3.0,2.0,1120.0,Apartment,Kuala Lumpur,370.5357142857143
705000.0,4.0,2.0,1600.0,Apartment,Kuala Lumpur,440.625
638000.0,1.0,1.0,610.0,Apartment,Kuala Lumpur,1045.9016393442623
550000.0,3.0,2.0,1295.0,Apartment,Kuala Lumpur,424.7104247104247
888000.0,2.0,2.0,1150.0,Apartment,Kuala Lumpur,772.1739130434783
550000.0,1.0,1.0,705.0,Apartment,Kuala Lumpur,780.1418439716313
580000.0,2.0,2.0,1067.0,Apartment,Kuala Lumpur,543.5801312089972
220000.0,3.0,2.0,734.0,Apartment,Kuala Lumpur,299.7275204359673
850000.0,3.0,2.0,975.0,Apartment,Kuala Lumpur,871.7948717948718
800000.0,4.0,3.0,1350.0,Apartment,Kuala Lumpur,592.5925925925926
680000.0,2.0,1.0,869.0,Apartment,Kuala Lumpur,782.5086306098964
950000.0,2.0,2.0,1055.0,Apartment,Kuala Lumpur,900.473933649289
500000.0,3.0,2.0,1485.0,Apartment,Kuala Lumpur,336.7003367003367
920000.0,1.0,2.0,980.0,Apartment,Kuala Lumpur,938.7755102040817
520000.0,1.0,1.0,657.0,Apartment,Kuala Lumpur,791.4764079147641
890000.0,2.0,2.0,1150.0,Apartment,Kuala Lumpur,773.9130434782609
560000.0,3.0,2.0,1200.0,Apartment,Kuala Lumpur,466.6666666666667
705000.0,4.0,2.0,1600.0,Apartment,Kuala Lumpur,440.625
415000.0,3.0,2.0,1120.0,Apartment,Kuala Lumpur,370.5357142857143
649000.0,1.0,1.0,853.0,Apartment,Kuala Lumpur,760.84407971864
900000.0,4.0,4.0,1432.0,Apartment,Kuala Lumpur,628.4916201117319
498000.0,3.0,2.0,1295.0,Apartment,Kuala Lumpur,384.55598455598454
820000.0,2.0,2.0,1033.0,Apartment,Kuala Lumpur,793.8044530493707
410000.0,2.0,2.0,720.0,Apartment,Petaling Jaya,569.4444444444445
555000.0,3.0,2.0,1208.0,Apartment,Petaling Jaya,459.4370860927152
280000.0,3.0,2.0,650.0,Apartment,Petaling Jaya,430.7692307692308
365000.0,3.0,2.0,1091.0,Apartment,Petaling Jaya,334.5554537121906
370000.0,3.0,2.0,1000.0,Apartment,Kepong,370.0
299999.0,3.0,2.0,800.0,Apartment,Others,374.99875
170000.0,3.0,2.0,800.0,Apartment,Petaling Jaya,212.5
278000.0,3.0,2.0,867.0,Apartment,Kepong,320.64590542099194
170000.0,3.0,2.0,600.0,Apartment,Petaling Jaya,283.3333333333333
170000.0,3.0,2.0,750.0,Apartment,Kepong,226.66666666666666
550000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,500.0
380000.0,3.0,2.0,950.0,Apartment,Petaling Jaya,400.0
300000.0,3.0,2.0,800.0,Apartment,Petaling Jaya,375.0
890000.0,4.0,3.0,1513.0,Apartment,Petaling Jaya,588.2352941176471
380000.0,3.0,2.0,1004.0,Apartment,Kepong,378.48605577689244
740000.0,1.0,1.0,790.0,Apartment,Petaling Jaya,936.7088607594936
299999.0,3.0,2.0,800.0,Apartment,Ampang,374.99875
210000.0,3.0,1.0,678.0,Apartment,Petaling Jaya,309.7345132743363
680000.0,3.0,2.0,1160.0,Apartment,Kuala Lumpur,586.2068965517242
299999.0,3.0,2.0,800.0,Apartment,Others,374.99875
700000.0,3.0,2.0,1000.0,Apartment,Petaling Jaya,700.0
299999.0,3.0,2.0,800.0,Apartment,Others,374.99875
280000.0,3.0,2.0,650.0,Apartment,Petaling Jaya,430.7692307692308
568000.0,3.0,2.0,1335.0,Apartment,Petaling Jaya,425.46816479400746
260000.0,3.0,2.0,837.0,Apartment,Kepong,310.6332138590203
605000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,550.0
720000.0,5.0,4.0,2700.0,Apartment,Petaling Jaya,266.6666666666667
880000.0,3.0,2.0,1150.0,Apartment,Petaling Jaya,765.2173913043479
387000.0,3.0,2.0,921.0,Apartment,Petaling Jaya,420.1954397394137
299999.0,3.0,2.0,800.0,Apartment,Others,374.99875
430000.0,3.0,2.0,950.0,Apartment,Others,452.63157894736844
828000.0,3.0,2.0,917.0,Apartment,Petaling Jaya,902.9443838604144
190000.0,3.0,2.0,678.0,Apartment,Petaling Jaya,280.23598820059
205000.0,3.0,2.0,688.0,Apartment,Petaling Jaya,297.9651162790698
520000.0,3.0,2.0,960.0,Apartment,Kuala Lumpur,541.6666666666666
270000.0,3.0,2.0,910.0,Apartment,Petaling Jaya,296.7032967032967
760000.0,2.0,1.0,790.0,Apartment,Petaling Jaya,962.0253164556962
550000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,500.0
200000.0,3.0,2.0,720.0,Apartment,Kepong,277.77777777777777
340000.0,3.0,2.0,884.0,Apartment,Petaling Jaya,384.61538461538464
545000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,495.45454545454544
299999.0,3.0,2.0,800.0,Apartment,Others,374.99875
350000.0,3.0,2.0,945.0,Apartment,Kepong,370.3703703703704
299999.0,3.0,2.0,800.0,Apartment,Others,374.99875
750000.0,4.0,3.0,1433.0,Apartment,Petaling Jaya,523.37752965806
900000.0,4.0,3.0,1513.0,Apartment,Petaling Jaya,594.8446794448116
288000.0,3.0,2.0,1097.0,Apartment,Petaling Jaya,262.5341841385597
299999.0,3.0,2.0,800.0,Apartment,Others,374.99875
930000.0,4.0,3.0,1513.0,Apartment,Petaling Jaya,614.6728354263054
550000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,500.0
545000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,495.45454545454544
293000.0,3.0,1.0,803.0,Apartment,Kuala Lumpur,364.88169364881696
299999.0,3.0,2.0,800.0,Apartment,Others,374.99875
105000.0,3.0,2.0,715.0,Apartment,Kepong,146.85314685314685
880000.0,3.0,2.0,1218.0,Apartment,Petaling Jaya,722.495894909688
520000.0,4.0,3.0,1460.0,Apartment,Ampang,356.16438356164383
558000.0,3.0,2.0,980.0,Apartment,Petaling Jaya,569.3877551020408
465000.0,2.0,1.0,667.0,Apartment,Petaling Jaya,697.1514242878561
300000.0,3.0,2.0,722.0,Apartment,Ampang,415.5124653739612
480000.0,2.0,1.0,667.0,Apartment,Petaling Jaya,719.6401799100449
715000.0,1.0,1.0,540.0,Apartment,Kuala Lumpur,1324.0740740740741
870000.0,2.0,1.0,689.0,Apartment,Kuala Lumpur,1262.699564586357
760000.0,3.0,2.0,1098.0,Apartment,Kuala Lumpur,692.1675774134791
905000.0,1.0,1.0,624.0,Apartment,Kuala Lumpur,1450.320512820513
648000.0,4.0,3.0,1320.0,Apartment,Kuala Lumpur,490.90909090909093
730000.0,1.0,1.0,750.0,Apartment,Kuala Lumpur,973.3333333333334
477000.0,3.0,2.0,1238.0,Apartment,Kuala Lumpur,385.2988691437803
900000.0,3.0,2.0,1122.0,Apartment,Kuala Lumpur,802.1390374331551
500000.0,1.0,1.0,638.0,Apartment,Petaling Jaya,783.6990595611285
390000.0,3.0,2.0,982.0,Apartment,Kepong,397.14867617107944
390000.0,3.0,2.0,1242.0,Apartment,Petaling Jaya,314.0096618357488
688000.0,3.0,2.0,1350.0,Apartment,Petaling Jaya,509.6296296296296
580000.0,3.0,3.0,1208.0,Apartment,Petaling Jaya,480.1324503311258
429000.0,2.0,2.0,850.0,Apartment,Petaling Jaya,504.70588235294116
680000.0,1.0,1.0,705.0,Apartment,Kuala Lumpur,964.5390070921986
650000.0,3.0,3.0,1400.0,Apartment,Petaling Jaya,464.2857142857143
520000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,472.72727272727275
520000.0,3.0,2.0,1007.0,Apartment,Others,516.3853028798411
250000.0,2.0,1.0,775.0,Apartment,Petaling Jaya,322.5806451612903
620000.0,3.0,2.0,1032.0,Apartment,Petaling Jaya,600.7751937984497
370000.0,3.0,2.0,1115.0,Apartment,Others,331.8385650224215
570000.0,2.0,2.0,888.0,Apartment,Petaling Jaya,641.8918918918919
330000.0,3.0,2.0,976.0,Apartment,Kepong,338.11475409836066
965000.0,2.0,2.0,926.0,Apartment,Kuala Lumpur,1042.1166306695463
390000.0,4.0,2.0,918.0,Apartment,Kuala Lumpur,424.83660130718954
980000.0,3.0,2.0,1638.0,Apartment,Kuala Lumpur,598.2905982905983
390000.0,3.0,2.0,1091.0,Apartment,Petaling Jaya,357.47021081576537
600000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,545.4545454545455
760000.0,2.0,2.0,913.0,Apartment,Kuala Lumpur,832.420591456736
438000.0,3.0,2.0,1204.0,Apartment,Petaling Jaya,363.7873754152824
380000.0,3.0,2.0,878.0,Apartment,Petaling Jaya,432.80182232346243
520000.0,3.0,2.0,986.0,Apartment,Petaling Jaya,527.3833671399594
270000.0,3.0,2.0,955.0,Apartment,Kepong,282.72251308900525
370000.0,2.0,2.0,900.0,Apartment,Petaling Jaya,411.1111111111111
620000.0,4.0,2.0,1316.0,Apartment,Kepong,471.1246200607903
260000.0,3.0,2.0,667.0,Apartment,Petaling Jaya,389.8050974512744
757000.0,5.0,5.0,1842.0,Apartment,Petaling Jaya,410.96634093376764
295000.0,3.0,2.0,984.0,Apartment,Kepong,299.7967479674797
275000.0,3.0,3.0,1001.0,Apartment,Kepong,274.72527472527474
800000.0,1.0,1.0,1110.0,Apartment,Petaling Jaya,720.7207207207207
680000.0,1.0,1.0,705.0,Apartment,Kuala Lumpur,964.5390070921986
580000.0,1.0,1.0,648.0,Apartment,Petaling Jaya,895.0617283950618
288000.0,3.0,2.0,948.0,Apartment,Kepong,303.7974683544304
915000.0,3.0,2.0,1119.0,Apartment,Petaling Jaya,817.6943699731903
660000.0,4.0,3.0,1457.0,Apartment,Petaling Jaya,452.98558682223745
620000.0,3.0,2.0,1234.0,Apartment,Petaling Jaya,502.4311183144246
418000.0,3.0,2.0,935.0,Apartment,Petaling Jaya,447.05882352941177
480000.0,3.0,2.0,1145.0,Apartment,Petaling Jaya,419.2139737991266
285000.0,3.0,2.0,808.0,Apartment,Kuala Lumpur,352.7227722772277
445000.0,3.0,2.0,1074.0,Apartment,Kepong,414.33891992551213
580000.0,4.0,2.0,1292.0,Apartment,Kepong,448.91640866873064
350000.0,3.0,2.0,1222.0,Apartment,Petaling Jaya,286.41571194762685
480000.0,3.0,2.0,805.0,Apartment,Petaling Jaya,596.2732919254659
359000.0,3.0,2.0,921.0,Apartment,Petaling Jaya,389.79370249728555
498000.0,2.0,1.0,500.0,Apartment,Kuala Lumpur,996.0
490000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,445.45454545454544
370000.0,3.0,2.0,1167.0,Apartment,Kepong,317.0522707797772
460000.0,1.0,1.0,750.0,Apartment,Petaling Jaya,613.3333333333334
820000.0,1.0,1.0,710.0,Apartment,Petaling Jaya,1154.9295774647887
650000.0,3.0,2.0,1232.0,Apartment,Petaling Jaya,527.5974025974026
620000.0,1.0,1.0,647.0,Apartment,Petaling Jaya,958.2689335394127
780000.0,3.0,2.0,1212.0,Apartment,Petaling Jaya,643.5643564356436
210000.0,3.0,2.0,667.0,Apartment,Petaling Jaya,314.84257871064466
990000.0,3.0,4.0,1543.0,Apartment,Kuala Lumpur,641.6072585871678
300000.0,3.0,2.0,950.0,Apartment,Kuala Lumpur,315.7894736842105
370000.0,3.0,2.0,917.0,Apartment,Petaling Jaya,403.4896401308615
815000.0,3.0,2.0,1170.0,Apartment,Petaling Jaya,696.5811965811965
290000.0,3.0,2.0,945.0,Apartment,Kepong,306.8783068783069
388000.0,3.0,2.0,921.0,Apartment,Petaling Jaya,421.2812160694897
550000.0,2.0,2.0,1140.0,Apartment,Kuala Lumpur,482.4561403508772
700000.0,3.0,2.0,946.0,Apartment,Petaling Jaya,739.9577167019028
318000.0,3.0,2.0,1222.0,Apartment,Petaling Jaya,260.2291325695581
390000.0,3.0,2.0,953.0,Apartment,Petaling Jaya,409.2339979013641
365000.0,2.0,2.0,900.0,Apartment,Petaling Jaya,405.55555555555554
560000.0,4.0,2.0,1162.0,Apartment,Kepong,481.9277108433735
385000.0,3.0,2.0,1097.0,Apartment,Petaling Jaya,350.95715587967186
570000.0,2.0,2.0,1025.0,Apartment,Petaling Jaya,556.0975609756098
690000.0,3.0,3.0,1368.0,Apartment,Kuala Lumpur,504.3859649122807
530000.0,3.0,2.0,1069.0,Apartment,Petaling Jaya,495.7904583723106
690000.0,3.0,2.0,1350.0,Apartment,Kuala Lumpur,511.1111111111111
650000.0,3.0,2.0,1200.0,Apartment,Petaling Jaya,541.6666666666666
875000.0,3.0,3.0,1656.0,Apartment,Kuala Lumpur,528.3816425120773
860000.0,2.0,2.0,1200.0,Apartment,Petaling Jaya,716.6666666666666
365000.0,3.0,2.0,1048.0,Apartment,Kepong,348.2824427480916
430000.0,4.0,3.0,1227.0,Apartment,Kuala Lumpur,350.4482477587612
450000.0,2.0,2.0,950.0,Apartment,Petaling Jaya,473.6842105263158
320000.0,3.0,2.0,948.0,Apartment,Kepong,337.55274261603375
430000.0,3.0,2.0,986.0,Apartment,Petaling Jaya,436.105476673428
720000.0,2.0,2.0,916.0,Apartment,Petaling Jaya,786.0262008733624
410000.0,3.0,2.0,1067.0,Apartment,Kepong,384.25492033739454
660000.0,1.0,1.0,691.0,Apartment,Kuala Lumpur,955.1374819102749
630000.0,3.0,2.0,1308.0,Apartment,Kuala Lumpur,481.651376146789
790000.0,3.0,2.0,1125.0,Apartment,Petaling Jaya,702.2222222222222
268000.0,3.0,3.0,955.0,Apartment,Kepong,280.6282722513089
380000.0,3.0,2.0,921.0,Apartment,Petaling Jaya,412.5950054288817
310000.0,3.0,2.0,904.0,Apartment,Kepong,342.92035398230087
710000.0,3.0,2.0,1253.0,Apartment,Petaling Jaya,566.6400638467677
820000.0,3.0,2.0,990.0,Apartment,Petaling Jaya,828.2828282828283
680000.0,3.0,2.0,1025.0,Apartment,Petaling Jaya,663.4146341463414
298000.0,3.0,2.0,948.0,Apartment,Kepong,314.34599156118145
635000.0,4.0,3.0,1440.0,Apartment,Petaling Jaya,440.97222222222223
490000.0,3.0,2.0,984.0,Apartment,Kepong,497.9674796747967
570000.0,4.0,2.0,1200.0,Apartment,Kepong,475.0
550000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,500.0
790000.0,4.0,2.0,1524.0,Apartment,Kuala Lumpur,518.3727034120735
950000.0,4.0,4.0,2100.0,Apartment,Petaling Jaya,452.3809523809524
820000.0,3.0,3.0,1368.0,Apartment,Kuala Lumpur,599.4152046783626
900000.0,3.0,3.0,1169.0,Apartment,Petaling Jaya,769.8887938408897
720000.0,3.0,2.0,948.0,Apartment,Petaling Jaya,759.493670886076
420000.0,3.0,2.0,1160.0,Apartment,Petaling Jaya,362.0689655172414
280000.0,3.0,2.0,948.0,Apartment,Kepong,295.3586497890295
608000.0,3.0,2.0,1281.0,Apartment,Petaling Jaya,474.62919594067137
790000.0,2.0,2.0,1100.0,Apartment,Petaling Jaya,718.1818181818181
850000.0,3.0,3.0,1270.0,Apartment,Petaling Jaya,669.2913385826772
485000.0,3.0,2.0,1100.0,Apartment,Kepong,440.90909090909093
580000.0,3.0,2.0,1000.0,Apartment,Kuala Lumpur,580.0
930000.0,1.0,1.0,689.0,Apartment,Petaling Jaya,1349.7822931785197
530000.0,3.0,2.0,1069.0,Apartment,Petaling Jaya,495.7904583723106
370000.0,3.0,2.0,917.0,Apartment,Petaling Jaya,403.4896401308615
439000.0,3.0,2.0,1115.0,Apartment,Petaling Jaya,393.7219730941704
650000.0,3.0,2.0,1350.0,Apartment,Petaling Jaya,481.48148148148147
679000.0,4.0,3.0,1518.0,Apartment,Kuala Lumpur,447.2990777338603
630000.0,3.0,2.0,1158.0,Apartment,Petaling Jaya,544.041450777202
600000.0,3.0,2.0,1150.0,Apartment,Petaling Jaya,521.7391304347826
930000.0,3.0,2.0,1170.0,Apartment,Petaling Jaya,794.8717948717949
519000.0,3.0,2.0,1182.0,Apartment,Kepong,439.0862944162437
500000.0,3.0,2.0,1044.0,Apartment,Petaling Jaya,478.9272030651341
560000.0,2.0,2.0,1035.0,Apartment,Petaling Jaya,541.0628019323672
560000.0,3.0,3.0,1208.0,Apartment,Petaling Jaya,463.57615894039736
500000.0,3.0,2.0,935.0,Apartment,Petaling Jaya,534.75935828877
580000.0,3.0,2.0,1158.0,Apartment,Petaling Jaya,500.8635578583765
488000.0,3.0,3.0,1003.0,Apartment,Petaling Jaya,486.5403788634098
465000.0,3.0,2.0,1112.0,Apartment,Petaling Jaya,418.1654676258993
895000.0,3.0,3.0,1523.0,Apartment,Petaling Jaya,587.655942219304
640000.0,4.0,3.0,1410.0,Apartment,Petaling Jaya,453.90070921985813
378000.0,3.0,2.0,921.0,Apartment,Petaling Jaya,410.42345276872965
520000.0,3.0,2.0,1073.0,Apartment,Petaling Jaya,484.62255358807084
960000.0,4.0,4.0,1586.0,Apartment,Petaling Jaya,605.296343001261
550000.0,3.0,2.0,839.0,Apartment,Petaling Jaya,655.5423122765196
577000.0,3.0,2.0,888.0,Apartment,Petaling Jaya,649.7747747747748
450000.0,2.0,2.0,1008.0,Apartment,Petaling Jaya,446.42857142857144
379999.0,3.0,2.0,1148.0,Apartment,Kepong,331.0095818815331
480000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,436.3636363636364
599000.0,2.0,2.0,677.0,Apartment,Kuala Lumpur,884.7858197932053
315000.0,3.0,2.0,955.0,Apartment,Kepong,329.84293193717275
610000.0,3.0,2.0,1232.0,Apartment,Petaling Jaya,495.12987012987014
900000.0,3.0,2.0,1539.0,Apartment,Petaling Jaya,584.7953216374269
899000.0,3.0,2.0,1280.0,Apartment,Kuala Lumpur,702.34375
429000.0,2.0,2.0,800.0,Apartment,Petaling Jaya,536.25
480000.0,3.0,2.0,1450.0,Apartment,Petaling Jaya,331.0344827586207
240000.0,2.0,1.0,775.0,Apartment,Petaling Jaya,309.6774193548387
408000.0,3.0,2.0,1060.0,Apartment,Petaling Jaya,384.9056603773585
600000.0,3.0,2.0,1232.0,Apartment,Petaling Jaya,487.012987012987
380000.0,3.0,2.0,925.0,Apartment,Petaling Jaya,410.81081081081084
830000.0,3.0,3.0,1430.0,Apartment,Petaling Jaya,580.4195804195804
970000.0,4.0,4.0,1250.0,Apartment,Petaling Jaya,776.0
460000.0,3.0,2.0,1100.0,Apartment,Kuala Lumpur,418.1818181818182
500000.0,2.0,2.0,936.0,Apartment,Petaling Jaya,534.1880341880342
558000.0,2.0,2.0,1023.0,Apartment,Petaling Jaya,545.4545454545455
785000.0,2.0,2.0,1260.0,Apartment,Petaling Jaya,623.015873015873
243000.0,3.0,2.0,1062.0,Apartment,Kepong,228.8135593220339
380000.0,3.0,2.0,906.0,Apartment,Petaling Jaya,419.4260485651214
859000.0,4.0,4.0,1710.0,Apartment,Petaling Jaya,502.3391812865497
429000.0,2.0,2.0,850.0,Apartment,Petaling Jaya,504.70588235294116
330000.0,3.0,2.0,867.0,Apartment,Kepong,380.6228373702422
278000.0,3.0,2.0,948.0,Apartment,Kepong,293.2489451476793
370000.0,3.0,2.0,921.0,Apartment,Petaling Jaya,401.7372421281216
735000.0,3.0,2.0,1407.0,Apartment,Petaling Jaya,522.3880597014926
985000.0,4.0,3.0,1523.0,Apartment,Petaling Jaya,646.7498358502954
660000.0,3.0,2.0,1250.0,Apartment,Kuala Lumpur,528.0
710000.0,2.0,2.0,1259.0,Apartment,Petaling Jaya,563.9396346306593
700000.0,2.0,2.0,1076.0,Apartment,Ampang,650.5576208178438
600000.0,3.0,2.0,1234.0,Apartment,Petaling Jaya,486.2236628849271
740000.0,2.0,2.0,823.0,Apartment,Petaling Jaya,899.1494532199271
698000.0,3.0,2.0,1400.0,Apartment,Petaling Jaya,498.57142857142856
320000.0,3.0,2.0,871.0,Apartment,Kepong,367.39380022962115
830000.0,3.0,2.0,1235.0,Apartment,Petaling Jaya,672.0647773279352
550000.0,4.0,2.0,1162.0,Apartment,Kepong,473.32185886402755
700000.0,3.0,2.0,1407.0,Apartment,Petaling Jaya,497.5124378109453
595000.0,3.0,3.0,1291.0,Apartment,Petaling Jaya,460.8830364058869
460000.0,1.0,1.0,780.0,Apartment,Petaling Jaya,589.7435897435897
630000.0,2.0,2.0,1080.0,Apartment,Kuala Lumpur,583.3333333333334
850000.0,4.0,2.0,1390.0,Apartment,Petaling Jaya,611.5107913669065
490000.0,3.0,2.0,986.0,Apartment,Petaling Jaya,496.9574036511156
650000.0,3.0,2.0,1216.0,Apartment,Petaling Jaya,534.5394736842105
896000.0,4.0,3.0,1184.0,Apartment,Petaling Jaya,756.7567567567568
610000.0,3.0,2.0,1024.0,Apartment,Petaling Jaya,595.703125
850000.0,1.0,1.0,650.0,Apartment,Petaling Jaya,1307.6923076923076
620000.0,4.0,3.0,1440.0,Apartment,Petaling Jaya,430.55555555555554
458000.0,3.0,2.0,1046.0,Apartment,Kepong,437.8585086042065
680000.0,3.0,2.0,1154.0,Apartment,Petaling Jaya,589.2547660311958
230000.0,3.0,2.0,1062.0,Apartment,Kepong,216.57250470809794
520000.0,3.0,2.0,986.0,Apartment,Petaling Jaya,527.3833671399594
388000.0,4.0,2.0,1076.0,Apartment,Kepong,360.59479553903344
680000.0,3.0,2.0,1245.0,Apartment,Kuala Lumpur,546.1847389558233
558000.0,3.0,2.0,1105.0,Apartment,Petaling Jaya,504.9773755656109
568000.0,2.0,2.0,904.0,Apartment,Petaling Jaya,628.3185840707964
510000.0,3.0,2.0,1200.0,Apartment,Petaling Jaya,425.0
980000.0,4.0,4.0,1710.0,Apartment,Kuala Lumpur,573.0994152046784
560000.0,3.0,2.0,1180.0,Apartment,Kuala Lumpur,474.5762711864407
530000.0,2.0,2.0,990.0,Apartment,Kuala Lumpur,535.3535353535353
320000.0,3.0,2.0,911.0,Apartment,Petaling Jaya,351.26234906695936
635000.0,3.0,3.0,1023.0,Apartment,Petaling Jaya,620.7233626588466
470000.0,3.0,2.0,960.0,Apartment,Kepong,489.5833333333333
555000.0,3.0,2.0,1180.0,Apartment,Kuala Lumpur,470.33898305084745
430000.0,2.0,2.0,855.0,Apartment,Petaling Jaya,502.92397660818716
980000.0,4.0,4.0,1876.0,Apartment,Kuala Lumpur,522.3880597014926
986000.0,2.0,2.0,1008.0,Apartment,Kuala Lumpur,978.1746031746031
540000.0,3.0,2.0,1106.0,Apartment,Petaling Jaya,488.245931283906
639000.0,4.0,4.0,1449.0,Apartment,Petaling Jaya,440.99378881987576
580000.0,3.0,2.0,1100.0,Apartment,Petaling Jaya,527.2727272727273
438000.0,2.0,2.0,855.0,Apartment,Petaling Jaya,512.280701754386
490000.0,3.0,2.0,1169.0,Apartment,Petaling Jaya,419.1616766467066
640000.0,3.0,2.0,1149.0,Apartment,Petaling Jaya,557.006092254134
465000.0,2.0,2.0,855.0,Apartment,Petaling Jaya,543.859649122807
957000.0,4.0,5.0,1887.0,Apartment,Kuala Lumpur,507.154213036566
900000.0,2.0,2.0,1445.0,Apartment,Others,622.8373702422145
375900.0,3.0,2.0,1089.0,Apartment,Petaling Jaya,345.17906336088157
530000.0,1.0,1.0,753.0,Apartment,Others,703.8512616201859
450000.0,1.0,1.0,753.0,Apartment,Others,597.609561752988
380000.0,3.0,2.0,1050.0,Apartment,Kuala Lumpur,361.9047619047619
265000.0,2.0,1.0,600.0,Apartment,Kuala Lumpur,441.6666666666667
450000.0,4.0,2.0,1100.0,Apartment,Petaling Jaya,409.09090909090907
245000.0,3.0,2.0,840.0,Apartment,Kepong,291.6666666666667
610000.0,3.0,2.0,911.0,Apartment,Kuala Lumpur,669.5938529088913
430000.0,3.0,2.0,1173.0,Apartment,Others,366.58141517476554
320000.0,3.0,2.0,827.0,Apartment,Kuala Lumpur,386.94074969770253
255000.0,3.0,2.0,850.0,Apartment,Kuala Lumpur,300.0
376500.0,3.0,3.0,1140.0,Apartment,Kuala Lumpur,330.2631578947368
376000.0,3.0,2.0,1045.0,Apartment,Petaling Jaya,359.8086124401914
450000.0,3.0,2.0,850.0,Apartment,Petaling Jaya,529.4117647058823
550000.0,3.0,2.0,943.0,Apartment,Kuala Lumpur,583.2449628844115
230000.0,3.0,2.0,800.0,Apartment,Ampang,287.5
288000.0,3.0,2.0,1000.0,Apartment,Ampang,288.0
250000.0,3.0,2.0,840.0,Apartment,Ampang,297.6190476190476
530000.0,3.0,2.0,1500.0,Apartment,Ampang,353.3333333333333
508000.0,3.0,3.0,1253.0,Apartment,Ampang,405.4269752593775
300000.0,3.0,2.0,830.0,Apartment,Ampang,361.4457831325301
280000.0,3.0,2.0,833.0,Apartment,Ampang,336.1344537815126
325000.0,3.0,2.0,768.0,Apartment,Ampang,423.1770833333333
288000.0,3.0,2.0,1000.0,Apartment,Ampang,288.0
350830.0,3.0,2.0,1200.0,Apartment,Ampang,292.35833333333335
270000.0,3.0,2.0,1315.0,Apartment,Ampang,205.32319391634982
110000.0,2.0,1.0,650.0,Apartment,Ampang,169.23076923076923
275000.0,3.0,2.0,872.0,Apartment,Ampang,315.3669724770642
350000.0,3.0,2.0,1018.0,Apartment,Ampang,343.811394891945
190000.0,2.0,1.0,572.0,Apartment,Ampang,332.16783216783216
269900.0,3.0,2.0,850.0,Apartment,Ampang,317.52941176470586
230000.0,3.0,2.0,782.0,Apartment,Ampang,294.11764705882354
350000.0,3.0,2.0,908.0,Apartment,Ampang,385.4625550660793
580000.0,3.0,2.0,950.0,Apartment,Ampang,610.5263157894736
220000.0,3.0,2.0,850.0,Apartment,Ampang,258.8235294117647
308000.0,3.0,2.0,1350.0,Apartment,Ampang,228.14814814814815
250000.0,3.0,2.0,850.0,Apartment,Ampang,294.11764705882354
530000.0,3.0,2.0,1500.0,Apartment,Ampang,353.3333333333333
680000.0,4.0,3.0,1886.0,Apartment,Ampang,360.55143160127255
730000.0,3.0,3.0,1803.0,Apartment,Ampang,404.8807542983916
320000.0,3.0,2.0,883.0,Apartment,Ampang,362.400906002265
400000.0,3.0,2.0,980.0,Apartment,Ampang,408.16326530612247
250000.0,3.0,2.0,870.0,Apartment,Ampang,287.35632183908046
320000.0,3.0,2.0,820.0,Apartment,Ampang,390.2439024390244
365000.0,3.0,2.0,1200.0,Apartment,Ampang,304.1666666666667
450000.0,3.0,2.0,1290.0,Apartment,Ampang,348.83720930232556
280000.0,3.0,2.0,840.0,Apartment,Ampang,333.3333333333333
240000.0,3.0,2.0,728.0,Apartment,Ampang,329.6703296703297
300000.0,3.0,2.0,1020.0,Apartment,Ampang,294.11764705882354
950000.0,3.0,3.0,1700.0,Apartment,Ampang,558.8235294117648
399000.0,3.0,2.0,1100.0,Apartment,Ampang,362.72727272727275
488000.0,3.0,2.0,950.0,Apartment,Ampang,513.6842105263158
370000.0,3.0,2.0,936.0,Apartment,Ampang,395.2991452991453
920000.0,4.0,3.0,1933.0,Apartment,Ampang,475.9441282979824
